A5,A35,A37,A45,A47,A49,A61,A69,A89,A90,A95,A109,A121,label
1.046494483947754,5.836404323577881,0.4720456004142761,1.0487060546875,135.53501892089844,1111.759033203125,1.1012300252914429,0.6153104901313782,310.95611572265625,299.065185546875,155.48104858398438,1.0187808275222778,466.2269592285156,MDD
0.6434990167617798,5.6997270584106445,0.4961782395839691,0.5870242714881897,9.20570468902588,26.162885665893555,0.61870276927948,0.5684348940849304,187.4597625732422,187.81326293945312,93.72888946533205,0.4992402493953705,42.83017349243164,MDD
0.5439000725746155,6.071970462799072,0.4802841246128082,0.4468937516212463,10.489371299743652,73.80433654785156,0.4129164814949035,0.5894525051116943,326.52557373046875,326.97235107421875,163.2633056640625,0.3749014437198639,92.96101379394533,MDD
0.4532331526279449,7.509909629821777,0.4125890135765075,0.5137403607368469,11.69398593902588,106.49351501464844,0.3869684040546417,0.4500728845596313,337.9023742675781,338.39849853515625,168.951904296875,0.3815252184867859,112.4701690673828,MDD
0.5764727592468262,7.09384822845459,0.354618638753891,0.4969371855258941,9.202545166015623,72.45812225341797,0.4109958112239837,0.5383520126342773,269.81402587890625,270.280517578125,134.9065399169922,0.5437326431274414,47.31735229492188,MDD
0.4853051900863647,7.485475063323975,0.411998987197876,0.4731568694114685,11.918835639953612,72.6352310180664,0.4744370579719543,0.5891739130020142,305.5082397460937,305.59185791015625,152.7564697265625,0.4264682531356811,110.2333755493164,MDD
0.6132383942604065,6.244019508361816,0.3920193910598755,0.5182294845581055,10.596863746643066,44.44281005859375,0.4188761413097381,0.5564746260643005,312.9425354003906,313.2599182128906,156.47157287597656,0.3759911358356476,71.28392791748047,MDD
0.494196206331253,7.19547176361084,0.3329503834247589,0.4630110263824463,9.849666595458984,60.56075668334961,0.4212970733642578,0.4386744201183319,290.5334167480469,291.0218505859375,145.26507568359375,0.3643724322319031,45.82441711425781,MDD
0.5896115303039551,8.347579956054688,0.3128432035446167,0.4146832823753357,12.608308792114258,104.24498748779295,0.4396650493144989,0.5820692181587219,325.8122863769531,325.8182373046875,162.90818786621094,0.3088692128658294,62.30110931396485,MDD
0.5267565250396729,5.923750877380371,0.3570289313793182,0.4188004434108734,10.570143699645996,36.45306396484375,0.3804865777492523,0.5787191987037659,240.5995330810547,239.7845764160156,120.29890441894533,0.4171688258647918,58.02097702026367,MDD
0.6125644445419312,6.055434226989746,0.3678015470504761,0.5172832608222961,6.736631870269775,22.49398803710937,0.398000955581665,0.5206103324890137,282.0171813964844,281.865966796875,141.0117645263672,0.3789661526679992,52.883888244628906,MDD
0.4803416430950165,5.231836795806885,0.4181376993656158,0.5059062242507935,6.68613862991333,34.69730758666992,0.3746814131736755,0.4839980602264404,166.16098022460938,166.4258270263672,83.08045196533203,0.4217560887336731,38.17853164672852,MDD
0.5102085471153259,7.246710777282715,0.3084520101547241,0.5276714563369751,13.20617389678955,40.75325393676758,0.4423407614231109,0.4676195681095123,431.2335205078125,432.0898132324219,215.61965942382807,0.3233108818531036,66.2494125366211,MDD
0.4953272342681885,6.701589584350586,0.4537613987922668,0.499956339597702,11.256261825561523,65.06391143798828,0.4026668965816498,0.3633803427219391,330.2294921875,330.8465576171875,165.1151580810547,0.5145640969276428,103.50536346435548,MDD
0.6325896978378296,5.014913082122803,0.4730819165706634,0.4846011698246002,10.047130584716797,22.202903747558597,0.4819859564304352,0.5377927422523499,107.4566421508789,107.1731414794922,53.72858428955078,0.4561643898487091,37.25631713867188,MDD
0.5750793814659119,3.5325331687927246,0.5313770771026611,0.5597636699676514,5.7077226638793945,12.620430946350098,0.5975983142852783,0.6043870449066162,96.70930480957033,96.7304916381836,48.353981018066406,0.433893620967865,21.607534408569336,MDD
0.6008874773979187,7.594779014587402,0.3892277777194977,0.5392498970031738,40.22793197631836,64.89350128173828,0.4089518785476684,0.4905420541763305,281.8473815917969,279.9389343261719,140.92587280273438,0.4343842566013336,136.26376342773438,MDD
0.6683402061462402,9.263392448425291,0.483756273984909,0.7318741083145142,47.01764678955078,121.86534118652344,0.5281815528869629,0.543249785900116,243.75286865234372,243.93499755859372,121.87574005126952,0.5795325040817261,146.762939453125,MDD
0.5187490582466125,7.710129261016846,0.6791885495185852,0.6554610133171082,31.894317626953125,67.55973815917969,0.436200350522995,0.4667162299156189,345.5867004394531,343.5404357910156,172.7930145263672,0.6017664074897766,116.13166809082033,MDD
0.570868194103241,7.42628002166748,0.4022349119186401,0.5330607295036316,13.107710838317873,99.11307525634766,0.4513100981712341,0.5292103886604309,247.3771514892578,246.11294555664065,123.69025421142578,0.3484966456890106,68.34365844726562,MDD
0.5303676128387451,6.03331995010376,0.4451648294925689,0.5598036646842957,21.02698516845703,48.39058303833008,0.4451039135456085,0.5080624222755432,310.0867614746094,310.70819091796875,155.04295349121094,0.5322623252868652,97.56493377685548,MDD
0.5030338168144226,7.674908638000488,0.3256566822528839,0.3768436908721924,16.268735885620117,77.15723419189453,0.3523005247116089,0.5377747416496277,356.2879943847656,356.9357604980469,178.1374053955078,0.3448769450187683,54.956504821777344,MDD
0.541118860244751,6.772899627685547,0.3425644636154175,0.5037636756896973,11.045190811157228,58.5522689819336,0.4115564227104187,0.5160948038101196,401.0173645019531,401.2327270507813,200.51129150390625,0.3250418901443481,80.24720001220703,MDD
0.4626054763793945,7.165150165557861,0.382068932056427,0.4405533969402313,13.809297561645508,54.59214782714844,0.4258614182472229,0.4380614161491394,419.297119140625,420.124755859375,209.65179443359372,0.4116701483726501,103.0847625732422,MDD
0.4663324058055877,6.716632843017578,0.4160288572311401,0.4140228033065796,11.216769218444824,40.61729049682617,0.4097850322723388,0.5070865750312805,324.415771484375,324.6519775390625,162.209228515625,0.3855373859405517,53.7830696105957,MDD
0.5116648077964783,6.203402996063232,0.4022828638553619,0.4577349126338959,16.077829360961914,77.52554321289062,0.35772705078125,0.4412553012371063,300.2791748046875,300.768798828125,150.13934326171875,0.4686275422573089,94.96227264404295,MDD
0.4905906617641449,7.432358741760254,0.4131550192832947,0.4278099536895752,11.534401893615724,73.02384185791016,0.3939268887042999,0.5234336256980896,251.4452362060547,251.78903198242188,125.72213745117188,0.4810385704040527,57.218509674072266,MDD
0.5064696073532104,7.102341651916504,0.4039953052997589,0.4342747330665588,11.313282012939451,62.8065299987793,0.4901188910007477,0.5660499930381775,395.4933166503906,395.7967224121094,197.7496337890625,0.3494371771812439,72.9637680053711,MDD
0.5582514405250549,6.092347621917725,0.3969940841197967,0.4691953659057617,8.80101203918457,29.88081741333008,0.5031218528747559,0.5347758531570435,289.6600952148437,290.0887756347656,144.82920837402344,0.3655982911586761,51.79629898071289,MDD
